Date,AMZN,CAT,DE,EXC,GOOGL,JNJ,JPM,META,PFE,PG
3/31/2014,16.81850052,77.36288452,76.51512146,17.62748718,27.89064026,77.64885712,47.6002121,60.24000168,22.20050812,62.45659256
4/1/2014,17.14949989,77.70546722,77.01230621,17.59072113,28.40065193,77.41965485,47.56884003,62.61999893,22.08300972,62.25510788
4/2/2014,17.09799957,79.90091705,77.44203186,17.60122681,28.40590668,77.64885712,47.71875763,62.72000122,22.31800079,62.09241486
4/3/2014,16.68099976,79.83863068,77.57689667,17.74304199,28.57500076,77.67259216,47.86078262,59.49000168,22.39404297,62.06916046
4/4/2014,16.14999962,79.54281616,77.38309479,18.10547066,27.26250076,77.7990799,47.19012451,56.75,22.22815323,61.8134346
4/7/2014,15.88799953,78.71755981,76.81006622,18.22102356,27.03149986,77.38009644,46.55104828,56.95000076,21.5646286,62.37135696
4/8/2014,16.35350037,79.71406555,77.98136902,18.66749001,27.87549973,77.51448822,46.43269348,58.18999863,21.33654022,63.03774261
4/9/2014,16.59049988,80.18119049,78.68921661,18.53617859,28.35199928,78.21801758,46.76405716,62.40999985,21.58536148,63.14627457
4/10/2014,15.85550022,79.612854,78.1499176,18.43112183,27.33449936,76.31295013,45.28864288,59.15999985,21.15683365,62.83631134
4/11/2014,15.58650017,78.98225403,77.53476715,18.46789551,26.88800049,76.57381439,43.63172913,58.52999878,20.63844872,62.58057404
4/14/2014,15.7954998,80.0177002,77.89711761,18.53617859,27.26000023,76.78722382,43.36346817,58.88999939,20.64536285,62.61933517
4/15/2014,15.8039999,79.79967499,77.81282806,18.90909958,27.43499947,78.41561127,43.23722839,59.09000015,20.65918922,62.64257813
4/16/2014,16.18400002,80.60631561,78.49542236,19.0351696,28.19499969,78.05991364,43.60017395,59.72000122,20.7974205,63.27025604
4/17/2014,16.24550056,80.5280304,78.70606232,18.94062233,27.16699982,78.22592926,43.56860733,58.93999863,20.9080143,63.35546112
4/21/2014,16.5435009,80.37921143,78.47012329,18.8775959,26.96850014,79.04801941,43.41870117,61.24000168,21.32962608,63.2005043
4/22/2014,16.4659996,81.20147705,78.65551758,18.85132408,27.27499962,79.19028473,44.03411102,63.02999878,21.42638969,62.96027756
4/23/2014,16.22900009,80.95872498,78.84931946,18.85658073,26.87549973,79.2219162,44.22348785,61.36000061,21.37110138,62.76813126
4/24/2014,16.85750008,82.44663239,79.11899567,18.91436195,26.72200012,79.01638031,44.33394623,60.86999893,21.22594833,63.38519287
4/25/2014,15.19149971,81.98458862,78.48698425,19.04566765,26.15500069,78.88202667,43.94733429,57.70999908,21.25359535,63.58827591
4/28/2014,14.82900047,81.64785767,78.1751709,19.17698479,26.14900017,80.10727692,43.7816391,56.13999939,22.14521599,64.78335571
4/29/2014,15.01900005,82.46231079,78.98416138,19.00365257,26.81649971,79.86220551,44.26292801,58.15000153,21.95167923,64.39279938
4/30/2014,15.20650005,82.54062653,78.65551758,18.39960861,26.74399948,80.06774902,44.16825867,59.77999878,21.61992073,64.47873688
5/1/2014,15.39449978,82.28216553,78.55443573,18.90385437,26.92650032,79.46696472,43.96311188,61.15000153,21.53006744,64.31467438
5/2/2014,15.4005003,82.23519897,78.30162048,18.82506752,26.69350052,78.50257874,43.85266113,60.45999908,21.25359535,63.98664093
5/5/2014,15.50249958,81.85147095,78.1077652,19.0351696,26.76650047,79.04801941,42.77960587,61.22000122,20.70757294,63.81479645
5/6/2014,14.86900043,81.34246063,78.1751709,18.93011475,26.12849998,78.66068268,42.08529282,58.52999878,20.34124756,63.36957932
5/7/2014,14.63549995,81.92978668,79.65831757,19.30830574,25.89999962,79.7673645,42.64547729,57.38999939,20.23664856,64.11940765
5/8/2014,14.41600037,82.18038177,79.44763184,19.16123009,26.00849915,79.4432373,42.8900795,56.75999832,20.34125137,64.17408752
5/9/2014,14.61200047,82.27436829,79.49821472,19.01415825,26.33099937,79.7673645,42.61392593,57.24000168,20.24361801,64.35373688
5/12/2014,15.14299965,83.16711426,78.91673279,18.59395981,26.92149925,79.45905304,43.1189003,59.83000183,20.31335258,63.8382225
5/13/2014,15.23200035,83.91108704,78.88301849,18.71476555,27.07699966,79.85427094,43.09520721,59.83000183,20.36216736,63.74448776
5/14/2014,14.88099957,83.42553711,77.27352142,18.43923569,26.72050095,79.73573303,42.8900795,59.22999954,20.29243469,63.40081024
5/15/2014,14.75949955,82.21953583,76.86062622,18.30676842,26.45599937,79.59345245,42.21941757,57.91999817,20.26453781,62.90092468
5/16/2014,14.88500023,83.03398132,76.91117859,18.21139526,26.41500092,79.50650024,42.06162643,58.02000046,20.30638123,62.74470139
5/19/2014,14.8380003,82.53278351,76.40556335,17.99944496,26.94149971,79.55390167,42.47190857,59.20999908,20.41795158,62.43227005
5/20/2014,15.05949974,79.53342438,75.79884338,17.95705795,27.01950073,79.24562836,42.38511658,58.56000137,20.39703751,62.66660309
5/21/2014,15.25049973,80.56716156,75.82410431,17.96235466,27.48500061,79.94917297,42.70070267,60.49000168,20.62018013,62.86967468
5/22/2014,15.24549961,80.72379303,75.83253479,18.12132072,27.77249908,80.36307526,43.03997803,60.52000046,20.68294144,62.99465179
5/23/2014,15.61200047,81.46775055,75.82410431,18.09482193,28.19000053,80.37900543,43.02420425,61.34999847,20.5643959,62.89310837
5/27/2014,15.54100037,81.19365692,76.61623383,18.74655724,28.74349976,80.24367523,43.50549316,63.47999954,20.64807129,62.54942703
5/28/2014,15.50800037,80.59066772,76.6078186,19.06977272,28.52249908,79.83771515,43.75008011,63.50999832,20.64807129,62.56505966
5/29/2014,15.68900013,81.13101959,76.76789093,19.10686302,28.52799988,80.20387268,43.96311188,63.83000183,20.64109993,62.79939651
5/30/2014,15.62749958,80.05813599,76.82693481,19.51485634,28.58250046,80.76108551,43.84475708,63.29999924,20.66202354,63.10399246
6/2/2014,15.44200039,81.25631714,76.83534241,19.3929882,28.21699905,81.32621765,43.67118835,63.08000183,20.71780777,62.76813126
6/3/2014,15.35949993,81.82797241,76.5488205,19.70560837,27.72550011,81.55706787,43.86843872,62.86999893,20.63412857,62.43227005
6/4/2014,15.33899975,81.68700409,76.5488205,19.7480011,27.68799973,81.73217773,43.9315567,63.34000015,20.66899872,62.37759399
6/5/2014,16.17849922,83.7622757,76.93644714,19.84866905,28.24650002,82.16200256,44.68110657,63.18999863,20.7526741,62.57286453
6/6/2014,16.48349953,84.71769714,77.77913666,19.82217789,28.30150032,82.1301651,44.94936752,62.5,20.51558495,62.51038361
6/9/2014,16.375,85.16404724,78.36899567,19.6473217,28.53650093,82.16200256,45.30441284,62.88000107,20.46677017,62.55722427
6/10/2014,16.62050056,85.60260773,77.90551758,19.68971252,28.41500092,82.86248016,45.6831398,65.76999664,20.57136345,62.6041069
6/11/2014,16.76000023,85.11708069,77.03757477,18.94260216,28.375,82.24160767,45.18606949,65.77999878,20.5225544,62.53380203
6/12/2014,16.2954998,83.51952362,76.23704529,18.58229637,27.97500038,81.61276245,45.00459671,64.29000092,20.53649712,62.29950714
6/13/2014,16.31349945,83.61349487,76.23704529,18.92670631,28.01749992,81.61276245,45.00459671,64.5,20.59228706,62.20576096
6/16/2014,16.38100052,83.64481354,76.15274048,19.13334846,27.61499977,81.5490799,44.87046432,64.19000244,20.64807129,62.24479675
6/17/2014,16.28100014,83.53516388,76.34657288,19.22873306,27.53100014,81.13518524,45.30441284,64.40000153,20.55742264,62.15886688
6/18/2014,16.71899986,84.16950989,76.84375,19.52544594,28.03300095,81.83565521,45.58844757,65.59999847,20.71780777,62.32291031
6/19/2014,16.35000038,83.98938751,77.17241669,19.69500923,28.24950027,82.63162994,45.20973587,64.33999634,20.63412857,62.67441177
6/20/2014,16.20999908,85.65740967,77.56003571,19.47777176,28.32600021,83.79377747,45.40699005,64.5,20.76661491,62.43227005
6/23/2014,16.36199951,85.18755341,77.01230621,19.22343254,28.71450043,83.37989044,45.91194916,65.37000275,20.53649712,62.11201859
6/24/2014,16.20800018,84.427948,76.37184906,19.18634605,28.62700081,83.25250244,45.30441284,65.72000122,20.43190193,61.71365738
6/25/2014,16.37199974,84.92131042,76.46456909,19.19163895,29.29649925,84.18380737,45.39120102,67.44000244,20.78056145,61.95580673
6/26/2014,16.28450012,84.98394012,76.69361115,19.13334846,29.2385006,84.09626007,45.28075409,67.12999725,20.63412857,61.40904999
6/27/2014,16.22850037,85.18755341,77.04139709,19.22873306,29.28450012,83.57090759,45.39120102,67.59999847,20.6899128,61.72148514
6/30/2014,16.23900032,85.10139465,76.81233215,19.32940674,29.23349953,83.27640533,45.46221924,67.29000092,20.69688988,61.38561249
7/1/2014,16.61949921,85.49297333,76.41365051,18.9161129,29.57449913,84.27137756,45.74031067,68.05999756,20.97582054,61.92456436
7/2/2014,16.64249992,85.79837036,76.6427002,18.32796097,29.53899956,84.26341248,45.26359177,66.44999695,21.1780529,62.14328766
7/3/2014,16.87450027,86.98873901,77.51641846,17.99944496,29.65399933,83.91320038,45.32714081,66.29000092,21.28961563,62.47130203
7/7/2014,16.67749977,86.26825714,77.01594543,18.20609283,29.53800011,84.74897003,45.02522278,65.29000092,21.2617321,62.63536453
7/8/2014,16.19050026,85.72005463,76.44760132,18.18489838,28.92000008,84.15198517,44.30222321,62.75999832,21.02463913,62.92435455
7/9/2014,16.49850082,86.25258636,75.63324738,18.15310669,29.16799927,84.4066925,44.50879669,64.97000122,20.95490074,63.7913475
7/10/2014,16.39599991,85.64175415,74.75102997,18.20609283,29.00200081,84.21566772,44.14332962,64.87000275,20.92003441,63.74448776
7/11/2014,17.30999947,86.11164093,75.09881592,17.89877129,29.33250046,83.65847015,44.33400345,66.33999634,20.96885109,63.39300537
7/14/2014,17.76600075,86.21344757,75.08184814,17.42719841,29.71299934,83.88136292,44.72332001,67.90000153,21.08739662,63.51797867
7/15/2014,17.72200012,86.02546692,75.12425995,17.40600014,29.65299988,82.20975494,46.29645157,67.16999817,21.20594597,63.47113037
7/16/2014,17.79500008,87.23931122,75.87921906,17.45368958,29.53100014,81.36601257,46.64604568,67.66000366,21.58947563,63.7262001
7/17/2014,17.62249947,85.95477295,74.16569519,16.92913055,29.04100037,79.89343262,45.97069931,66.41000366,21.3035717,63.30104828
7/18/2014,17.93300056,86.82165527,74.33534241,17.00330544,30.25550079,81.03170776,46.26467514,68.41999817,21.42909241,63.41912842
7/21/2014,17.98800087,86.86893463,74.34384918,17.07748985,29.92200089,80.60980988,46.27261353,69.40000153,21.16410065,63.20658875
7/22/2014,18.04199982,86.73496246,74.98854828,16.83904839,30.17849922,81.56502533,46.61426163,69.26999664,21.2617321,63.06486893
7/23/2014,17.90699959,85.41100311,74.18264008,16.82845497,30.2595005,81.34216309,46.87646484,71.29000092,21.1919899,62.97824478
7/24/2014,17.93050003,82.77884674,73.78398132,16.85494041,30.15049934,81.35009766,47.01150513,74.98000336,21.1571312,63.19081879
7/25/2014,16.20050049,82.6291275,73.0968399,16.6641922,29.90399933,81.27845764,46.88439941,75.19000244,21.0525322,62.63970566
7/28/2014,16.02050018,82.07746887,72.96112823,16.92913055,29.95100021,81.27845764,47.0274086,74.91999817,20.98976517,62.4034996
7/29/2014,16,82.50302887,72.80844116,16.67479515,29.69750023,81.15906525,46.59043121,73.70999908,20.7317524,61.92321777
7/30/2014,16.12549973,81.47064209,72.46911621,16.43105316,29.77199936,81.42971039,46.80495453,74.68000031,20.58402824,61.53744125
7/31/2014,15.64949989,79.39802551,72.19766998,16.46814537,28.97750092,79.67056274,45.81975555,72.65000153,20.19007111,60.87607193
8/1/2014,15.35299969,79.2167511,72.07041931,16.71187973,28.68000031,79.51931763,44.87427139,72.36000061,20.30262756,62.71056366
8/4/2014,15.68249989,80.23338318,72.33340454,16.61650848,29.1135006,79.72628021,45.00933456,73.51000214,20.22524452,62.37202454
8/5/2014,15.61600018,79.98906708,72.35037994,16.49463272,28.65699959,79.45563507,44.54056549,72.69000244,19.98605919,62.52161407
8/6/2014,15.69449997,79.98119354,72.45217133,16.52113533,28.72450066,80.16407776,44.67564011,72.47000122,19.89460564,63.84431458
8/7/2014,15.57250023,80.33583069,72.41822052,16.72247696,28.59049988,79.54321289,44.42140198,73.16999817,19.72576904,63.09636688
8/8/2014,15.84000015,81.3918457,73.78398132,17.01919746,28.89699936,80.45860291,44.76304245,73.05999756,19.93681526,63.73408508
8/11/2014,15.91650009,82.35329437,73.93666077,17.01390457,28.86249924,80.52228546,44.74715042,73.44000244,19.87349892,64.15136719
8/12/2014,15.9659996,82.21931458,73.35983276,16.8867321,28.6060009,80.10037231,44.77098083,72.83000183,19.75391006,64.10411835
8/13/2014,16.31399918,82.87341309,71.67175293,16.82788277,29.22800064,80.98396301,45.06495667,73.76999664,19.84536171,64.15136719
8/14/2014,16.66049957,83.26746368,72.01104736,17.03120232,29.23250008,81.20681763,45.27153015,74.30000305,20.21117592,64.52140808
8/15/2014,16.68149948,83.33048248,71.93471527,17.01515579,29.18549919,80.53024292,45.08878708,73.62999725,20.14786148,64.38757324
8/18/2014,16.72649956,84.30770874,73.04598236,17.0258522,29.63500023,81.74810028,45.47016525,74.58999634,20.28855705,64.9072113
8/19/2014,16.75650024,84.55992126,72.70664978,17.10076332,29.85549927,81.95505524,45.73234558,75.29000092,20.35890961,65.10401917
8/20/2014,16.78899956,84.87510681,72.84237671,17.11681557,29.77050018,82.1540451,45.7959137,74.80999756,20.32373428,65.19851685
8/21/2014,16.64550018,85.08787537,73.13079834,17.25593567,29.62100029,82.93412781,46.47919083,74.56999969,20.27449417,65.56855011
8/22/2014,16.5795002,84.56777191,71.90075684,17.33084106,29.62700081,82.62158966,46.47124863,74.56999969,20.34483528,65.65512085
8/25/2014,16.70100021,85.08787537,72.19766998,17.56627083,29.5284996,82.72575378,47.14658356,75.01999664,20.33780289,65.77326965
8/26/2014,17.09149933,85.15881348,71.34091187,17.28803635,29.40600014,82.89407349,47.46440125,75.95999908,20.54884529,65.64728546
8/27/2014,17.1590004,85.54497528,71.12884521,17.53416634,29.14999962,82.71775055,47.34521484,74.62999725,20.74582481,65.59215546
8/28/2014,17.00099945,85.6237793,71.23060608,17.65723419,29.01600075,82.50137329,47.00356674,73.86000061,20.66844559,65.3717041
8/29/2014,16.95199966,85.95477295,71.33242035,17.88196564,29.11800003,83.12647247,47.2339859,74.81999969,20.67547989,65.43468475
9/2/2014,17.11899948,85.83656311,71.06095123,17.56627083,29.43149948,82.82994843,47.40877151,76.68000031,20.58402824,65.33234406
9/3/2014,16.95000076,85.4740448,70.55197906,17.79634857,29.47599983,83.15048981,47.43262863,75.83000183,20.68250847,65.26937103
9/4/2014,17.29750061,85.75775146,70.501091,17.95152283,29.65699959,83.21459198,47.4405632,75.94999695,20.66140747,65.89923096
9/5/2014,17.31900024,85.53709412,70.22966003,18.09064102,29.88899994,83.67939758,47.5994606,77.26000214,20.85837936,65.95433807
9/8/2014,17.11700058,85.04060364,70.34841919,17.89266205,30.0814991,83.38290405,47.58356476,77.88999939,20.68250847,65.60004425
9/9/2014,16.48749924,84.63870239,69.77157593,17.72143745,29.5984993,83.18254852,46.92412567,76.66999817,20.56291771,65.34021759
9/10/2014,16.56649971,83.48023987,69.54254913,17.67863274,29.67099953,84.13616943,47.05124664,77.43000031,20.71064758,65.85197449
9/11/2014,16.52599907,83.21228027,69.62734985,17.79099655,29.55550003,83.78357697,47.48028183,77.91999817,20.84431267,65.73387146
9/12/2014,16.55949974,82.76308441,69.5171051,17.58232307,29.24500084,83.80763245,47.69480133,77.48000336,20.70361519,65.55280304
9/15/2014,16.19449997,82.63699341,70.13634491,17.78030014,29.08200073,83.91980743,47.62330246,74.58000183,21.04832268,66.03305817
9/16/2014,16.38800049,82.63699341,70.34841919,18.09599113,29.43899918,84.84940338,47.66303635,76.08000183,21.13977623,66.1984024
9/17/2014,16.20000076,81.95140076,70.89130402,18.0210743,29.66449928,85.09783173,47.91727066,76.43000031,21.35082245,66.26141357
9/18/2014,16.25,82.22718811,71.38331604,18.07458305,29.8635006,86.02742767,48.71973038,77,21.51263046,66.28502655
9/19/2014,16.56599998,80.78501892,70.95069885,18.41167831,30.27000046,86.5402832,48.55288315,77.91000366,21.38599396,66.50547028
9/22/2014,16.22500038,79.51624298,71.03551483,18.34747124,29.8635006,86.45215607,48.39397812,76.80000305,21.23122787,66.77314758
9/23/2014,16.18149948,78.79910278,70.67922211,18.25650597,29.55900002,86.11557007,48.41780853,78.29000092,21.13977623,66.48184967
9/24/2014,16.41049957,79.75265503,71.06095123,18.14414597,29.92099953,87.06119537,48.96603012,78.54000092,21.32268715,67.11170959
9/25/2014,16.0965004,78.42081451,70.51805878,17.97826767,29.26250076,85.82709503,47.7901535,77.22000122,21.09052849,66.39524078
9/26/2014,16.16049957,79.10645294,70.77440643,18.03177834,29.39500046,85.82709503,48.11590576,78.79000092,20.9076252,66.5920639
9/29/2014,16.0909996,78.67301941,70.35574341,18.25115776,29.39049911,85.3782959,47.93315506,79,20.94279861,66.48184967
9/30/2014,16.12199974,78.04252625,70.05665588,18.24045563,29.4204998,85.41838074,47.86165619,79.04000092,20.80210114,65.9307251
10/1/2014,15.87300014,76.92347717,69.68069458,18.49728394,28.98150063,83.58326721,47.48823929,76.55000305,20.50663948,65.45832062
10/2/2014,15.9204998,76.76589966,69.81739807,18.58289909,29.04400063,83.2226181,47.06429672,77.08000183,20.44332314,65.3874588
10/3/2014,16.13699913,76.75009918,70.20193481,18.66316414,29.3125,84.24835968,48.23211288,77.44000244,20.55588341,65.97007751
10/6/2014,16.11000061,77.23083496,70.7829361,18.61500168,29.38899994,84.03200531,48.13612747,77.55999756,20.52070999,65.79688263
10/7/2014,15.84899998,74.63021851,68.36485291,18.59895325,28.70499992,82.05261993,47.40823364,76.29000092,20.25337982,65.47408295
10/8/2014,16.13500023,76.16696167,69.47561646,19.17147827,29.18700027,84.07207489,48.31210327,77.51999664,20.66844559,66.27713776
10/9/2014,15.76850033,73.68452454,69.33891296,18.62035942,28.54050064,81.80419159,47.25626755,75.91000366,20.3940773,65.86772919
10/10/2014,15.56949997,73.39293671,69.19365692,18.63640404,27.7595005,81.1230011,46.80835342,72.91000366,20.49257088,66.67868805
10/13/2014,15.32250023,72.25022125,69.76615143,18.25115776,27.23749924,79.43213654,46.52038956,72.98999786,20.02827072,65.6394043
10/14/2014,15.41549969,73.13286591,72.08170319,18.53474426,27.43449974,77.74124146,46.3844223,73.58999634,20.02123642,65.78113556
10/15/2014,15.29850006,72.96739197,72.5687561,18.15484619,27.03650093,78.7028656,44.41674042,73.20999908,19.8312912,65.30871582
10/16/2014,15.14299965,74.03937531,71.87664032,18.24045563,26.84600067,77.55690002,44.05678558,72.62999725,19.4865818,64.74973297
10/17/2014,15.18200016,75.47665405,71.16744232,18.39563179,26.14850044,79.09554291,44.95264435,75.94999695,19.57803917,65.5606842
10/20/2014,15.31050014,74.66668701,70.23609161,18.7220192,26.61899948,79.49619293,45.29659271,76.94999695,19.64838028,66.27713776
10/21/2014,15.76650047,76.14367676,71.58615112,18.72736549,26.9015007,80.42584229,46.3364296,78.69000244,19.89460564,66.61568451
10/22/2014,15.64850044,75.0954895,71.27852631,18.66316414,27.1345005,81.1149826,45.95248413,78.37000275,19.90867615,66.82514191
10/23/2014,15.6590004,78.82762146,72.77381897,18.66316414,27.68250084,82.24493408,46.44039917,80.04000092,20.11971664,66.03177643
10/24/2014,14.35299969,78.9626236,72.99597931,19.11796951,27.44499969,82.64561462,46.98432159,80.66999817,20.47849846,67.56296539
10/27/2014,14.49849987,78.24795532,72.26970673,18.83438492,27.49399948,83.39892578,46.90433121,80.27999878,20.42221642,68.18972778
10/28/2014,14.77950001,80.32844543,73.04724884,19.1233139,27.9470005,83.97590637,47.69620514,80.76999664,20.46442986,68.60229492
